File accession 	File format    	File type 	File format type 	Output type                        	File assembly 	Experiment accession 	Assay       	Donor(s)                   	Biosample term id 	Biosample term name 	Biosample type 	Biosample organism 	Biosample treatments 	Biosample treatments amount 	Biosample treatments duration 	Biosample genetic modifications methods 	Biosample genetic modifications categories 	Biosample genetic modifications targets                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   	Biosample genetic modifications gene targets 	Biosample genetic modifications site coordinates 	Biosample genetic modifications zygosity 	Experiment target     	Library made from 	Library depleted in 	Library extraction method 	Library lysis method 	Library crosslinking method 	Library strand specific 	Experiment date released 	Project 	RBNS protein concentration 	Library fragmentation method 	Library size range 	Biological replicate(s) 	Technical replicate(s) 	Read length 	Mapped read length 	Run type 	Paired end 	Paired with 	Index of 	Derived from                                                                                                                                      	Size    	Lab                        	md5sum                           	dbxrefs 	File download URL                                                             	Genome annotation 	Platform 	Controlled by 	File Status 	s3_uri                                                                                	Azure URL                                                                                                                                                                                            	File analysis title   	File analysis status 	Audit WARNING                                                                                                                                  	Audit NOT_COMPLIANT     	Audit ERROR
ENCFF519BGX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR637QAM          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	TRIM22-human          	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	450-650            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF330FLG/, /files/ENCFF526WYZ/, /files/ENCFF505STX/, /files/ENCFF356LFX/, /files/ENCFF783FZL/                                           	 309634 	ENCODE Processing Pipeline 	8e2876b846f859f13f9ef280155f9d0e 	        	https://www.encodeproject.org/files/ENCFF519BGX/@@download/ENCFF519BGX.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/03/546044eb-18b7-4d4b-809a-b6aed06a5f55/ENCFF519BGX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/546044eb-18b7-4d4b-809a-b6aed06a5f55/ENCFF519BGX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	moderate library complexity, mild to moderate bottlenecking                                                                                    	                        	
ENCFF568AZT    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BKA          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ETS1-human            	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF356DMQ/, /files/ENCFF356LFX/, /files/ENCFF849IMG/, /files/ENCFF554UVL/                                                                	 224244 	ENCODE Processing Pipeline 	ca5112bdd32ecd305228f6a3e7f94b77 	        	https://www.encodeproject.org/files/ENCFF568AZT/@@download/ENCFF568AZT.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/28/2dbeab07-24de-4fc6-93af-2a6299798a2a/ENCFF568AZT.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/2dbeab07-24de-4fc6-93af-2a6299798a2a/ENCFF568AZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read length, low read depth, moderate library complexity, mild to moderate bottlenecking                 	                        	
ENCFF014PHS    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR459FTB          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	UBTF-human            	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	150-350            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF500GXC/, /files/ENCFF402BOP/, /files/ENCFF614DCJ/, /files/ENCFF833EYH/, /files/ENCFF356LFX/                                           	  24392 	ENCODE Processing Pipeline 	6fea328d2275b56553e29cf02026c995 	        	https://www.encodeproject.org/files/ENCFF014PHS/@@download/ENCFF014PHS.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/03/6fde51b6-0d26-4a19-9abe-40862e609e16/ENCFF014PHS.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/6fde51b6-0d26-4a19-9abe-40862e609e16/ENCFF014PHS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read depth, low read length, mild to moderate bottlenecking                                              	                        	
ENCFF887WLX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR408JQO          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	IRF3-human            	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	450-650            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF125BMK/, /files/ENCFF356LFX/, /files/ENCFF698SFN/, /files/ENCFF526WYZ/, /files/ENCFF783FZL/                                           	  70959 	ENCODE Processing Pipeline 	fa5440dbb30c04ec93192388113cb135 	        	https://www.encodeproject.org/files/ENCFF887WLX/@@download/ENCFF887WLX.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/04/1d14142e-a5d3-421d-9d47-fb1624505511/ENCFF887WLX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/1d14142e-a5d3-421d-9d47-fb1624505511/ENCFF887WLX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	mild to moderate bottlenecking                                                                                                                 	                        	
ENCFF053UZX    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BUF          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	CREB1-human           	DNA               	                    	                          	                     	                            	                        	2012-09-10               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF305BPN/, /files/ENCFF538DUT/, /files/ENCFF108DXA/, /files/ENCFF356LFX/, /files/ENCFF339NUH/, /files/ENCFF691UEA/                      	 463922 	ENCODE Processing Pipeline 	5e5c8ea6b01a985f3099781d262682cc 	        	https://www.encodeproject.org/files/ENCFF053UZX/@@download/ENCFF053UZX.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/05/08c4458f-6eec-45aa-ba4a-2160109c6b44/ENCFF053UZX.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/08c4458f-6eec-45aa-ba4a-2160109c6b44/ENCFF053UZX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, mild to moderate bottlenecking, inconsistent platforms                                                                         	                        	
ENCFF896SEI    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DZM          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	STAT1-human           	DNA               	                    	                          	                     	                            	                        	2011-10-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF042LWY/, /files/ENCFF151XBJ/, /files/ENCFF683ICJ/, /files/ENCFF377CVY/, /files/ENCFF356LFX/, /files/ENCFF658PBP/                      	  73807 	ENCODE Processing Pipeline 	508a5736089bed4cecb974c4085e5ddf 	        	https://www.encodeproject.org/files/ENCFF896SEI/@@download/ENCFF896SEI.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/f5ee46ac-8459-4715-a9ed-4c542aaa789e/ENCFF896SEI.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/f5ee46ac-8459-4715-a9ed-4c542aaa789e/ENCFF896SEI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF705CGM    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR819ATC          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	MYB-human             	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	150-350            	1, 3                    	1_1, 3_1               	            	                   	         	           	            	         	/files/ENCFF402BOP/, /files/ENCFF356LFX/, /files/ENCFF648JIW/, /files/ENCFF969KVU/, /files/ENCFF500GXC/                                           	  68416 	ENCODE Processing Pipeline 	1b16672375637a21b3e84f1476e184e6 	        	https://www.encodeproject.org/files/ENCFF705CGM/@@download/ENCFF705CGM.bed.gz 	                  	         	              	released    	s3://encode-public/2020/11/30/9b6322a6-2e40-49fc-8700-3f415d8be7b8/ENCFF705CGM.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/11/30/9b6322a6-2e40-49fc-8700-3f415d8be7b8/ENCFF705CGM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read depth, low read length, mild to moderate bottlenecking                                              	                        	
ENCFF864EON    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR681NOM          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	CEBPB-human           	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	150-350            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF869GAT/, /files/ENCFF168ITH/, /files/ENCFF500GXC/, /files/ENCFF402BOP/, /files/ENCFF356LFX/                                           	  42985 	ENCODE Processing Pipeline 	0ad92c484e0e42d145b1290895d8edde 	        	https://www.encodeproject.org/files/ENCFF864EON/@@download/ENCFF864EON.bed.gz 	                  	         	              	released    	s3://encode-public/2020/11/30/47d70e51-dc5b-4163-a7e9-2d5194ba3c36/ENCFF864EON.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/11/30/47d70e51-dc5b-4163-a7e9-2d5194ba3c36/ENCFF864EON.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF637UJN    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BMQ          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	EGR1-human            	DNA               	                    	                          	                     	                            	                        	2011-07-18               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF554UVL/, /files/ENCFF849AGI/, /files/ENCFF449ZMP/, /files/ENCFF356LFX/                                                                	 364268 	ENCODE Processing Pipeline 	4b3398f1a9525638dc40f8b371904505 	        	https://www.encodeproject.org/files/ENCFF637UJN/@@download/ENCFF637UJN.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/11/14e3700d-0ef4-4dd5-a606-f274c5e856f0/ENCFF637UJN.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/14e3700d-0ef4-4dd5-a606-f274c5e856f0/ENCFF637UJN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read length, low read depth, moderate library complexity, mild to moderate bottlenecking                 	                        	
ENCFF937QTP    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DNN          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	NFYA-human            	DNA               	                    	                          	                     	                            	                        	2011-10-29               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF797PCH/, /files/ENCFF356LFX/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF906LHW/                                           	  17933 	ENCODE Processing Pipeline 	2da4bf1a32c700d20bf803320c9d2986 	        	https://www.encodeproject.org/files/ENCFF937QTP/@@download/ENCFF937QTP.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/12/6e52c1b8-56b0-49db-8435-66ad1756451c/ENCFF937QTP.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/6e52c1b8-56b0-49db-8435-66ad1756451c/ENCFF937QTP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, improper control_type of control experiment, low read length, low read depth, mild to moderate bottlenecking 	                        	
ENCFF660PIB    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DYQ          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ESRRA-human           	DNA               	                    	                          	                     	                            	                        	2012-08-20               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF770CJK/, /files/ENCFF591CFV/, /files/ENCFF356LFX/, /files/ENCFF521RQE/, /files/ENCFF196PQA/                                           	  82144 	ENCODE Processing Pipeline 	a1516c61ad08367f01fa3d4aaebab853 	        	https://www.encodeproject.org/files/ENCFF660PIB/@@download/ENCFF660PIB.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/27/96f18d9a-635b-4ca0-97ba-6cc856958ced/ENCFF660PIB.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/96f18d9a-635b-4ca0-97ba-6cc856958ced/ENCFF660PIB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	improper control_type of control experiment, low read length, mild to moderate bottlenecking                                                   	                        	
ENCFF663ODL    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR009MBP          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	HSF1-human            	DNA               	                    	                          	                     	                            	                        	2014-07-07               	ENCODE  	                           	                             	150-350            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF356LFX/, /files/ENCFF500GXC/, /files/ENCFF860SXP/, /files/ENCFF266YJY/, /files/ENCFF402BOP/                                           	  49689 	ENCODE Processing Pipeline 	fe61248bc4625ca88a38fe0ff88b3902 	        	https://www.encodeproject.org/files/ENCFF663ODL/@@download/ENCFF663ODL.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/01/cde6c0b2-3fe6-4b1a-8a98-575763273353/ENCFF663ODL.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/cde6c0b2-3fe6-4b1a-8a98-575763273353/ENCFF663ODL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length, mild to moderate bottlenecking                                                                                	                        	
ENCFF612EIU    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000BRG          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	EGR1-human            	DNA               	                    	                          	                     	                            	                        	2012-02-29               	ENCODE  	                           	see document                 	                   	3                       	3_1                    	            	                   	         	           	            	         	/files/ENCFF356LFX/, /files/ENCFF790YVI/, /files/ENCFF768KPY/, /files/ENCFF002PKP/                                                                	  45153 	ENCODE Processing Pipeline 	f51af31298adc4f0dc3297f9f21d00ca 	        	https://www.encodeproject.org/files/ENCFF612EIU/@@download/ENCFF612EIU.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/11/059b8a3f-434e-4114-9288-492204a218df/ENCFF612EIU.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/059b8a3f-434e-4114-9288-492204a218df/ENCFF612EIU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
ENCFF955FRU    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR000DYP          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	ZNF384-human          	DNA               	                    	                          	                     	                            	                        	2012-08-20               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF934QZN/, /files/ENCFF042LWY/, /files/ENCFF140VFN/, /files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF683ICJ/, /files/ENCFF356LFX/ 	 269663 	ENCODE Processing Pipeline 	6e651f8d5f278787e71c84d1feee2d85 	        	https://www.encodeproject.org/files/ENCFF955FRU/@@download/ENCFF955FRU.bed.gz 	                  	         	              	released    	s3://encode-public/2021/01/08/6927f249-7f61-4153-8dce-19220100baf6/ENCFF955FRU.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/6927f249-7f61-4153-8dce-19220100baf6/ENCFF955FRU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, improper control_type of control experiment, low read length, low read depth, mild to moderate bottlenecking 	                        	
ENCFF093KLR    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR331HPA          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	GABPA-human           	DNA               	                    	                          	                     	                            	                        	2014-06-30               	ENCODE  	                           	                             	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF356LFX/, /files/ENCFF339NUH/, /files/ENCFF025AON/, /files/ENCFF305BPN/, /files/ENCFF526CAL/, /files/ENCFF691UEA/                      	 257527 	ENCODE Processing Pipeline 	11412bed6e2135fce66a1de7da6f4241 	        	https://www.encodeproject.org/files/ENCFF093KLR/@@download/ENCFF093KLR.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/30/5fd3b09f-fe43-4a9f-b9c6-f753829e3809/ENCFF093KLR.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/5fd3b09f-fe43-4a9f-b9c6-f753829e3809/ENCFF093KLR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, antibody characterized with exemption, inconsistent platforms, mild to moderate bottlenecking                                  	                        	
ENCFF170IZO    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR739IHN          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	TBX21-human           	DNA               	                    	                          	                     	                            	                        	2016-06-14               	ENCODE  	                           	                             	450-650            	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF526WYZ/, /files/ENCFF356LFX/, /files/ENCFF783FZL/, /files/ENCFF729JUC/, /files/ENCFF397LQT/                                           	 686329 	ENCODE Processing Pipeline 	7c3b6ed2e877fe09d55450306e501ed6 	        	https://www.encodeproject.org/files/ENCFF170IZO/@@download/ENCFF170IZO.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/02/59426a4b-0cc7-426c-880b-3fb89643ef24/ENCFF170IZO.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/59426a4b-0cc7-426c-880b-3fb89643ef24/ENCFF170IZO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	borderline replicate concordance, low read depth, mild to moderate bottlenecking, moderate library complexity                                  	                        	
ENCFF519PDZ    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR199WXF          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	EED-human             	DNA               	                    	                          	                     	                            	                        	2016-03-30               	ENCODE  	                           	sonication (generic)         	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF449TAW/, /files/ENCFF167CAH/, /files/ENCFF213HNC/, /files/ENCFF654VKA/, /files/ENCFF356LFX/                                           	 652333 	ENCODE Processing Pipeline 	8509a1c4448805f5e128c5a01282ea87 	        	https://www.encodeproject.org/files/ENCFF519PDZ/@@download/ENCFF519PDZ.bed.gz 	                  	         	              	released    	s3://encode-public/2021/02/04/a38f38c8-bdb0-4c45-bfd2-3b500bea2025/ENCFF519PDZ.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/a38f38c8-bdb0-4c45-bfd2-3b500bea2025/ENCFF519PDZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, antibody characterized with exemption                                                                                          	                        	
ENCFF485GWN    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR251OVJ          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	SMAD5-human           	DNA               	                    	                          	                     	                            	                        	2016-02-02               	ENCODE  	                           	see document                 	                   	1, 2                    	1_1, 2_1               	            	                   	         	           	            	         	/files/ENCFF691XBY/, /files/ENCFF356LFX/, /files/ENCFF264GVN/, /files/ENCFF923QPK/, /files/ENCFF626RVO/                                           	 202501 	ENCODE Processing Pipeline 	93b676cc360d2842c6e850fc51f82ff3 	        	https://www.encodeproject.org/files/ENCFF485GWN/@@download/ENCFF485GWN.bed.gz 	                  	         	              	released    	s3://encode-public/2021/02/04/ccf5f76a-b88c-443a-bbad-c9856d5bb41c/ENCFF485GWN.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/ccf5f76a-b88c-443a-bbad-c9856d5bb41c/ENCFF485GWN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, antibody characterized with exemption                                                                                          	                        	
ENCFF639KLW    	bed narrowPeak 	bed       	narrowPeak       	IDR thresholded peaks              	GRCh38        	ENCSR347NOB          	TF ChIP-seq 	/human-donors/ENCDO000AAK/ 	EFO:0002784       	GM12878             	cell line      	Homo sapiens       	                     	                            	                              	                                        	                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	                                             	                                                 	                                         	CEBPZ-human           	DNA               	                    	                          	                     	                            	                        	2016-03-02               	ENCODE  	                           	                             	150-350            	1, 3                    	1_1, 3_1               	            	                   	         	           	            	         	/files/ENCFF500GXC/, /files/ENCFF356LFX/, /files/ENCFF402BOP/, /files/ENCFF746XZL/, /files/ENCFF775BYP/                                           	  24856 	ENCODE Processing Pipeline 	4b94ae9e97ddcf319219d074c3e81ec0 	        	https://www.encodeproject.org/files/ENCFF639KLW/@@download/ENCFF639KLW.bed.gz 	                  	         	              	released    	s3://encode-public/2020/12/04/a9e9596f-3835-4dcc-9c70-74efea41c3af/ENCFF639KLW.bed.gz 	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/a9e9596f-3835-4dcc-9c70-74efea41c3af/ENCFF639KLW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D 	ENCODE4 v1.6.1 GRCh38 	released             	low read depth, low read length                                                                                                                	                        	
